agb_code,lci_name,ciqual_code,energy_kj,energy,water,proteins,carbohydrates,lipids,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,starch,fiber,polyols,alcohol,organic_acids,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,40_fatty_acids,60_fatty_acids,80_fatty_acids,100_fatty_acids,120_fatty_acids,140_fatty_acids,160_fatty_acids,180_fatty_acids,181_oleic_acid,182_linoleic_acid,183_alpha-linolenic_acid,204_arachidonic_acid,205_epa,206_dha,cholesterol,salt,calcium,copper,iron,iodine,magnesium,manganese,phosphorus,potassium,selenium,sodium,zinc,retinol,beta-carotene,vitamin_d,vitamin_e,vitamin_k1,vitamin_k2,vitamin_c,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b9,vitamin_b12,source,is_energy_recalculated
11172,"Aromatic stock cube, for fish, dehydrated",11172,10800.0,2600.0,,50.0,70.0,230.0,45.0,,,,,,,,25.0,0.0,0.0,0.0,160.0,,,,,,,,,,,,,,,,,,475.0,,,,,,,,,,190000.0,,,,,,,,,,,,,,,,CIQUAL2020_2020_07_07_edited,False
25525,Topping sauce for pizza,25525,1610.0,385.0,874.0,21.200000000000003,32.0,7.3,32.0,17.4,,14.6,2.0,2.0,4.0,,41.7,0.0,0.0,8.0,1.0,1.5,3.2,0.0025,0.0025,0.0025,0.0023,0.0036000000000000003,0.016999999999999998,,0.31,1.0,2.3000000000000003,0.74,0.0025,0.0025,0.0025,0.0,5.8999999999999995,500.0,,9.0,,180.0,,290.0,9080.0,,2340.0,,0.0,,0.0,29.0,,,70.0,0.7000000000000001,0.5,11.299999999999999,4.0,1.5,220.0,0.0,CIQUAL2020_2020_07_07_edited,False
11214,"Soy ""cream"" preparation",11214,6402.0,1530.0,785.0,32.5,20.299999999999997,147.0,16.0,2.0,,2.0,2.0,2.0,16.0,3.5,,5.0,0.0,1.3,16.5,48.6,74.6,0.1,0.1,0.1,0.1,0.1,0.1,10.2,4.4,46.3,71.5,3.1,0.1,0.1,0.1,,0.63,160.0,1.1,4.699999999999999,200.0,190.0,1.7999999999999998,620.0,1300.0,200.0,250.0,3.7,,50.0,2.5,53.099999999999994,62.800000000000004,,,0.2,0.1,1.0,1.4000000000000001,0.48,165.0,,CIQUAL2020_2020_07_07_edited,True
11084,"Seaweed, agar, raw",11084,1210.0,285.0,913.0,5.4,62.5,0.3,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.06,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.22999999999999998,540.0,0.61,18.6,0.0,670.0,3.7,50.0,2260.0,0.0,90.0,5.8,0.0,0.0,0.0,8.7,23.0,0.0,0.0,0.0,0.21999999999999997,0.55,3.0,0.32,850.0,0.05,CALNUT2020_2020_07_07,
20995,"Sea lettuce (Enteromorpha sp.), dried or dehydrated",20995,9320.0,2240.0,76.5,137.0,188.0,24.700000000000003,,,,,,,,,360.0,0.0,0.0,0.0,2.3000000000000003,1.7999999999999998,2.5,,,,,,,,,,,,,,,,119.0,16100.0,12.1,2340.0,93900.0,24400.0,247.0,10400.0,18500.0,107.0,47600.0,60.8,,,0.0,110.0,,,354.0,2.9,11.0,47.699999999999996,,,396.0,306.0,CIQUAL2020_2020_07_07_edited,False
20998,"North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated",20998,8740.0,2110.0,108.0,72.2,185.0,27.799999999999997,,,,,,,,,418.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,71.5,16500.0,7.199999999999999,218.0,682000.0,8360.0,25.2,1620.0,22700.0,66.9,28600.0,64.5,,37300.0,8.9,140.0,10200.0,,948.0,3.1,9.6,27.400000000000002,0.18,56.1,227.0,21.099999999999998,CIQUAL2020_2020_07_07_edited,False
20988,"Dulse (Palmaria palmata), dried or dehydrated",20988,9490.0,2270.0,67.2,172.0,226.0,13.3,,,,,,,,,280.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,41.5,5470.0,11.0,348.0,325000.0,2410.0,121.0,2800.0,68100.0,89.5,16600.0,41.7,,157000.0,9.3,34.5,4200.0,,836.0,3.7,4.8,43.099999999999994,4.0,0.13,920.0,98.10000000000001,CIQUAL2020_2020_07_07_edited,False
20994,"Toothed wrack or bladder wrack (Fucus serratus et vesiculosus), dried or dehydrated",20994,7990.0,1940.0,116.0,74.1,157.0,13.3,,,,,,,,,446.0,0.0,0.0,0.0,3.5,2.0,3.0,,,,,,,,,,,,,,,,101.0,11700.0,4.0,147.0,400000.0,8850.0,83.4,,32700.0,884.0,40200.0,81.89999999999999,,124000.0,,122.0,,,,,,16.7,,,,,CIQUAL2020_2020_07_07_edited,False
20993,"Gracilaria seaweeds (Gracilaria verrucosa), dried or dehydrated",20993,10100.0,2430.0,84.0,165.0,188.0,35.4,,,,,,,,,350.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,78.0,12900.0,4.2,197.0,4940000.0,4120.0,1040.0,1770.0,58500.0,64.1,31200.0,33.3,,,,,,,,,,,,,,,CIQUAL2020_2020_07_07_edited,False
20992,"Sea thong (Himanthalia elongata), dried or dehydrated",20992,9980.0,2390.0,80.9,101.0,283.0,26.299999999999997,,,,,,,,,310.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,92.2,7120.0,2.3000000000000003,25.299999999999997,144000.0,16200.0,27.599999999999998,1040.0,59700.0,62.5,36900.0,45.5,,66200.0,2.8000000000000003,55.0,,,628.0,2.7,4.6000000000000005,,,,607.0,,CIQUAL2020_2020_07_07_edited,False
20991,"Tangle (Laminaria digitata), dried or dehydrated",20991,9050.0,2170.0,53.099999999999994,95.1,256.0,11.299999999999999,,,,,,,,,332.0,0.0,0.0,0.0,1.5,0.9299999999999999,2.6,,,,,,,,,,,,,,,,78.7,8470.0,4.8,92.89999999999999,4860000.0,8000.0,4.6000000000000005,8570.0,45900.0,,31500.0,48.9,,,22.7,3.2,,,0.24,,,30.299999999999997,,,,,CIQUAL2020_2020_07_07_edited,False
20990,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated",20990,9310.0,2240.0,95.0,83.80000000000001,242.0,26.5,,,,,,,,,348.0,0.0,0.0,0.0,7.4,2.4,7.7,,,,,,,,,,,,,,,,64.1,8030.0,1.6,133.0,2360000.0,10500.0,4.9,7610.0,106000.0,1370.0,25600.0,12.2,,3930000.0,0.0,,,,151.0,2.1,4.8,15.0,,0.81,1270.0,15.2,CIQUAL2020_2020_07_07_edited,False
20986,"Sea belt (Saccharina latissima), dried or dehydrated",20986,8490.0,2040.0,86.30000000000001,103.0,236.0,10.700000000000001,,,,,,,,,293.0,0.0,0.0,0.0,2.5,1.7999999999999998,3.0,,,,,,,,,,,,,,,,90.8,8010.0,2.4,231.0,3410000.0,8340.0,9.6,2080.0,62500.0,5210.0,36300.0,23.0,,,12.8,5.699999999999999,,,114.0,4.4,3.4000000000000004,,,,,,CIQUAL2020_2020_07_07_edited,False
20985,"Sea lettuce (ulva sp.), dried or dehydrated)",20985,8560.0,2060.0,109.0,159.0,138.0,20.299999999999997,,,,,,,,,344.0,0.0,0.0,0.0,3.5999999999999996,2.0,5.699999999999999,,,,,,,,,,,,,,,,49.3,12000.0,13.100000000000001,789.0,91900.0,27800.0,38.7,1810.0,19500.0,149.0,19700.0,36.5,,9930.0,13.100000000000001,19.5,,,546.0,1.3,2.5,85.9,1.5,,530.0,95.5,CIQUAL2020_2020_07_07_edited,False
20996,"Carragheen mosses (Chondrus crispus), dried or dehydrated",20996,9780.0,2340.0,107.0,166.0,215.0,23.0,,,,,,,,,306.0,0.0,0.0,0.0,1.0,0.7000000000000001,2.8000000000000003,,,,,,,,,,,,,,,,51.7,3620.0,4.5,211.0,346000.0,12300.0,14.7,7500.0,15700.0,33.5,20700.0,78.60000000000001,,3390.0,0.0,,,,143.0,0.71,22.3,28.4,8.4,3.3000000000000003,8660.0,,CIQUAL2020_2020_07_07_edited,False
20987,"Laver (Porphyra sp.), dried or dehydrated",20987,10600.0,2550.0,65.4,315.0,105.0,16.299999999999997,29.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,3.3000000000000003,1.5,5.4,0.0,0.0,0.0,0.0,0.0,0.16,3.0,0.16,0.0,0.0,0.0,0.0,4.699999999999999,0.0,0.0,49.6,3180.0,10.600000000000001,372.0,51000.0,4860.0,39.4,5180.0,17300.0,512.0,19800.0,45.199999999999996,0.0,0.0,5.6000000000000005,28.700000000000003,244.0,0.0,573.0,388.0,19.099999999999998,58.2,2.5,5.300000000000001,217.0,5.8,CALNUT2020_2020_07_07,
11086,"Spirulina, (spirulina sp.), dried",11086,16229.0,3879.0,46.8,575.0,203.0,77.2,31.0,,,,,,,,36.0,0.0,0.0,,26.5,6.800000000000001,20.8,0.0,0.0,0.0,0.0,0.0,0.75,25.0,0.77,,,,,0.0,0.0,0.0,26.200000000000003,1200.0,61.0,285.0,,1950.0,19.0,1180.0,13600.0,,10500.0,20.0,0.0,3420.0,0.0,50.0,255.0,,101.0,23.799999999999997,36.7,128.0,34.8,3.5999999999999996,940.0,0.0,CIQUAL2020_2020_07_07_edited,True
20984,"Wakame (Undaria pinnatifida), dried or dehydrated",20984,7600.0,1840.0,85.39999999999999,141.0,57.0,25.099999999999998,,,,,,,,,414.0,0.0,0.0,0.0,3.0,1.7000000000000002,10.3,,,,,,,,,,,,,,,,129.0,10000.0,2.3000000000000003,172.0,191000.0,11100.0,7.199999999999999,3190.0,71400.0,725.0,51700.0,20.299999999999997,,1040000.0,0.0,11.299999999999999,7320.0,,280.0,3.4000000000000004,7.800000000000001,63.9,1.6,1.7999999999999998,2370.0,2.3000000000000003,CIQUAL2020_2020_07_07_edited,False
20999,"Atlantic wakame (Alaria esculenta), dried or dehydrated",20999,7690.0,1870.0,103.0,123.0,62.800000000000004,15.3,,,,,,,,,495.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,48.099999999999994,2330.0,2.4,615.0,346000.0,,20.6,2200.0,21800.0,,19200.0,20.9,,,,,,,,,,,,,,,CIQUAL2020_2020_07_07_edited,False
11013,Mustard,11013,6320.0,1520.0,679.0,69.2,43.3,112.0,16.599999999999998,6.2,0.0,8.6,0.5,0.5,1.3,26.0,5.0,0.0,0.0,18.2,7.6,41.1,23.0,0.025,0.025,0.025,0.05,0.06,0.072,3.2,1.6,18.6,13.799999999999999,9.1,0.093,0.025,0.025,0.0,63.0,863.0,0.8200000000000001,18.3,30.0,483.0,3.9000000000000004,1300.0,1500.0,60.0,18600.0,6.7,0.0,510.0,0.0,3.5999999999999996,14.0,0.0,3.0,0.0,0.48,5.699999999999999,1.9,0.71,75.0,1.1,CALNUT2020_2020_07_07,
11021,"Mustard, with grains",11021,5910.0,1420.0,678.0,66.0,22.0,99.0,22.0,8.4,0.0,13.600000000000001,1.0,1.0,1.0,0.0,45.0,0.0,0.0,30.2,6.1,53.4,34.7,0.05,0.05,0.05,0.05,0.05,0.05,3.3000000000000003,1.2,16.8,20.299999999999997,12.5,0.05,0.05,0.05,54.400000000000006,49.0,1100.0,1.6,17.0,100.0,950.0,5.699999999999999,2100.0,2000.0,700.0,19600.0,11.0,105.0,293.0,1.3,11.799999999999999,26.299999999999997,0.0,2.5,0.0,0.43999999999999995,9.399999999999999,2.1,0.18,180.0,2.2,CALNUT2020_2020_07_07,
13147,"Olive, green, stuffed (anchovy, sweet peppers, etc…)",13147,6430.0,1560.0,750.0,20.9,6.1,152.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,43.3,0.0,0.0,0.0,26.299999999999997,103.0,15.9,0.035,0.032,0.032,0.033,0.033,0.073,21.400000000000002,3.9000000000000004,103.0,10.9,1.0,0.041999999999999996,0.033999999999999996,0.033999999999999996,14.0,27.799999999999997,668.0,2.3000000000000003,3.0,277.0,112.0,0.5,148.0,329.0,25.0,11100.0,1.1,10.0,279.0,2.5,41.8,14.0,0.0,386.0,0.8,0.21000000000000002,1.1,0.4,0.2,138.0,0.2,CALNUT2020_2020_07_07,
11043,"Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice",11043,9790.0,2370.0,623.0,13.0,26.0,230.0,2.0,1.5,0.0,1.5,0.0,1.5,1.5,0.0,37.0,0.0,0.0,24.6,27.0,173.0,20.299999999999997,2.6e-17,1.7e-17,1.7e-17,2.6e-17,2.6e-17,0.2,20.8,6.0,173.0,18.700000000000003,1.6,0.0,0.0,0.0,32.0,32.0,630.0,1.5,43.0,45.0,200.0,0.5,230.0,2580.0,22.0,12800.0,4.0,0.0,1620.0,0.0,44.900000000000006,14.0,0.0,10.5,0.0,0.8999999999999999,11.0,0.2,0.2,0.0,0.0,CALNUT2020_2020_07_07,
11018,Vinegar,11018,974.0,226.0,929.0,0.4,6.2,1.0,0.4,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,90.0,0.075,3.7,25.0,123.0,1.5,190.0,548.0,1.0,131.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,CALNUT2020_2020_07_07,
11091,"Vinegar, balsamic",11091,5310.0,1250.0,703.0,6.8999999999999995,258.0,3.0,191.0,94.9,0.0,95.9,1.0,1.0,1.0,0.0,5.0,2.5,0.0,51.6,0.0,1.7000000000000002,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.68,180.0,0.3,9.5,100.0,120.0,1.9,240.0,1600.0,100.0,270.0,1.2,0.0,25.0,1.3,10.3,4.0,0.0,2.5,0.0,0.05,0.5,0.72,17.1,55.0,0.075,CALNUT2020_2020_07_07,
11090,"Vinegar, cider",11090,821.0,190.0,938.0,0.0,9.3,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,70.0,0.08,2.0,100.0,50.0,2.5,80.0,730.0,100.0,50.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CALNUT2020_2020_07_07,
42000,"Meal replacement low calorie, Custard cream dessert-type",42000,4090.0,973.0,796.0,64.3,111.0,27.5,65.7,3.4000000000000004,0.0,6.800000000000001,1.0,1.0,42.400000000000006,25.0,11.799999999999999,0.0,0.0,0.0,9.8,4.4,8.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,100.0,2.1,1200.0,2.0,23.0,241.0,305.0,1.6,1140.0,2500.0,77.5,845.0,17.5,1510.0,0.0,8.0,16.5,0.0,0.0,64.3,2.2,2.7,26.5,5.1,2.3000000000000003,327.0,1.7000000000000002,CALNUT2020_2020_07_07,
42004,"Meal replacement low calorie, in powder, reconstituted with skimmed milk",42004,3460.0,820.0,806.0,59.699999999999996,101.0,17.3,93.0,,,,,,,5.0,11.799999999999999,0.0,0.0,0.0,2.0,4.8,9.5,,,,,,,,,,4.0,,,,,100.0,4.3,1610.0,1.7000000000000002,21.5,171.0,300.0,2.0,2120.0,2370.0,77.0,1720.0,15.0,930.0,,7.0,13.0,,,48.5,1.5,2.2,23.0,6.0,2.0,263.0,3.3000000000000003,CIQUAL2020_2020_07_07_edited,False
42005,"Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type",42005,3670.0,870.0,800.0,60.7,102.0,22.799999999999997,100.0,,,,,,,2.0,6.3,0.0,0.0,0.0,2.8000000000000003,6.6000000000000005,12.3,,,,,,,,,,4.0,,,,,100.0,1.9,1720.0,4.1,19.099999999999998,170.0,280.0,2.0,1380.0,2340.0,78.0,773.0,31.299999999999997,780.0,,7.0,15.700000000000001,,,67.8,1.7000000000000002,2.0,28.3,4.0,3.3000000000000003,360.0,3.4000000000000004,CIQUAL2020_2020_07_07_edited,False
42003,"Meal replacement low calorie, ready-to-drink",42003,3820.0,906.0,797.0,66.5,104.0,24.5,72.0,23.0,,2.0,27.0,2.0,22.0,25.0,5.0,0.0,0.0,0.0,5.5,4.699999999999999,13.3,,,0.018,0.023,0.023,0.094,3.0,1.9,4.699999999999999,6.7,0.37,,,,34.0,1.9,1240.0,1.0,22.0,168.0,203.0,203.0,1120.0,2130.0,138.0,761.0,20.0,1030.0,,9.1,39.2,,,203.0,4.2,4.1,27.200000000000003,17.4,6.2,681.0,4.0,CIQUAL2020_2020_07_07_edited,False
11025,"Cinnamon, powder",11025,10000.0,2430.0,106.0,38.7,275.0,12.2,21.7,11.100000000000001,0.0,10.4,0.0,0.0,0.2,106.0,531.0,0.0,0.0,0.0,4.4,3.1,0.77,0.0,0.0,0.0,0.04,0.075,0.12,1.3,1.0,3.1,0.63,0.13,0.0,0.0,0.0,0.0,0.25,10000.0,3.4000000000000004,83.2,100.0,600.0,175.0,640.0,4310.0,31.0,100.0,18.3,0.0,1120.0,0.0,23.2,312.0,0.0,38.0,0.0,0.41000000000000003,13.3,3.5999999999999996,1.6,60.0,0.21999999999999997,CALNUT2020_2020_07_07,
11075,"Cardamom, powder",11075,13400.0,3210.0,82.8,108.0,405.0,67.0,31.0,7.5,1.5,10.4,0.0,0.0,2.0,106.0,280.0,0.0,0.0,0.0,18.2,11.899999999999999,16.9,0.0,0.0,0.0,0.0,0.0,0.3,5.699999999999999,0.6,11.899999999999999,7.800000000000001,0.98,0.022000000000000002,0.0,0.0,0.0,0.44999999999999996,3830.0,3.8,140.0,100.0,2290.0,280.0,1780.0,11200.0,31.0,180.0,74.7,0.0,810.0,0.0,23.2,94.0,0.0,210.0,0.0,1.7999999999999998,11.0,5.1,2.3000000000000003,250.0,2.0,CALNUT2020_2020_07_07,
11064,"Caraway, seed",11064,13800.0,3340.0,98.69999999999999,198.0,119.0,146.0,6.4,,,,,,,,380.0,0.0,0.0,0.0,6.2,71.3,32.7,0.0,0.0,0.0,0.1,0.1,0.4,4.0,1.1,,,,,0.0,0.0,0.0,0.42999999999999994,6890.0,9.1,162.0,,2580.0,13.0,5680.0,13500.0,,170.0,55.0,0.0,2060.0,0.0,25.0,0.0,,210.0,3.8,3.8,36.1,,3.5999999999999996,100.0,0.0,CIQUAL2020_2020_07_07_edited,False
11052,Cloves,11052,13900.0,3350.0,98.69999999999999,59.699999999999996,316.0,130.0,23.799999999999997,10.700000000000001,1.5,11.399999999999999,0.0,0.0,0.2,106.0,339.0,0.0,0.0,0.0,39.5,13.899999999999999,36.1,0.0,0.09,0.26,1.3,0.35000000000000003,2.6,18.6,6.800000000000001,7.800000000000001,25.6,5.8999999999999995,0.043,0.08,0.0,0.0,6.8999999999999995,6320.0,3.7,118.0,100.0,2590.0,601.0,1040.0,10200.0,31.0,2770.0,23.2,0.0,450.0,0.0,88.2,1420.0,0.0,2.0,0.0,2.2,15.600000000000001,5.1,3.9000000000000004,250.0,1.6,CALNUT2020_2020_07_07,
11026,"Coriander, seed",11026,14300.0,3460.0,88.80000000000001,124.0,130.0,178.0,29.5,7.5,1.5,10.4,0.0,0.0,2.0,100.0,419.0,0.0,0.0,0.0,9.7,136.0,17.6,0.0,0.0,0.0,0.085,0.21999999999999997,0.2,8.100000000000001,1.1,135.0,17.6,0.0,0.0,0.0,0.0,0.0,0.8799999999999999,7090.0,9.8,163.0,100.0,3300.0,19.0,4090.0,12700.0,31.0,350.0,47.0,0.0,810.0,0.0,23.2,94.0,0.0,210.0,0.0,2.9,21.299999999999997,5.1,3.9000000000000004,0.0,2.4,CALNUT2020_2020_07_07,
11042,"Cumin, seed",11042,17800.0,4270.0,80.60000000000001,178.0,337.0,223.0,22.5,7.5,1.5,10.4,0.0,0.0,2.0,106.0,105.0,0.0,0.0,0.0,15.4,140.0,32.8,0.0,0.0,0.0,0.18,0.18,0.18,11.399999999999999,3.4000000000000004,140.0,25.299999999999997,0.0,0.07400000000000001,0.0,0.0,0.0,4.2,9310.0,8.7,664.0,100.0,3660.0,33.3,4990.0,17900.0,31.0,1680.0,48.0,0.0,7620.0,0.0,33.3,54.0,0.0,77.0,0.0,3.3000000000000003,45.8,5.1,4.4,100.0,6.3,CALNUT2020_2020_07_07,
11089,"Turmeric, powder",11089,12200.0,2910.0,129.0,96.8,444.0,32.5,32.1,4.5,0.0,3.8,0.0,0.0,23.799999999999997,106.0,227.0,0.0,0.0,0.0,18.400000000000002,4.5,7.6,0.0,0.0,0.03,8.5,0.03,3.9000000000000004,1.6,0.03,0.75,3.8,0.03,0.011000000000000001,0.0,0.0,0.0,0.68,1680.0,13.0,550.0,100.0,2080.0,198.0,2990.0,20800.0,31.0,270.0,45.0,0.0,810.0,0.0,44.3,134.0,0.0,7.0,0.0,1.5,13.5,5.4,1.1,200.0,0.5800000000000001,CALNUT2020_2020_07_07,
11005,"Curry, powder",11005,12300.0,3010.0,88.0,145.0,26.299999999999997,140.0,26.299999999999997,7.5,2.0,10.9,0.0,0.0,5.8999999999999995,0.0,532.0,0.0,0.0,0.0,16.5,87.8,30.6,0.12,0.38,0.13,0.13,0.0,6.4,6.800000000000001,1.7000000000000002,87.4,16.200000000000003,2.6,0.047,0.0,0.0,0.0,1.3,5250.0,12.0,191.0,5.0,2550.0,83.0,3670.0,11700.0,31.0,520.0,47.0,0.0,110.0,0.0,252.0,998.0,0.0,7.0,0.0,2.0,32.599999999999994,10.700000000000001,1.1,560.0,1.7999999999999998,CALNUT2020_2020_07_07,
11066,"Fennel, seed",11066,13500.0,3260.0,88.10000000000001,157.0,125.0,149.0,125.0,7.5,1.5,10.4,0.0,0.0,2.0,1.8e-14,398.0,0.0,0.0,0.0,4.8,99.1,16.9,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,99.1,16.9,1.7e-15,3.5e-17,0.0,0.0,0.0,2.2,12000.0,10.700000000000001,185.0,100.0,3850.0,65.3,4870.0,16900.0,31.0,880.0,37.0,0.0,810.0,0.0,27.200000000000003,0.0,0.0,210.0,0.0,3.5,60.5,5.1,4.699999999999999,0.0,4.1,CALNUT2020_2020_07_07,
11077,"Fenugreek, seed",11077,14700.0,3500.0,77.2,271.0,338.0,64.1,87.0,7.5,1.5,10.4,0.0,0.0,2.0,106.0,246.0,0.0,0.0,0.0,14.6,11.399999999999999,16.200000000000003,0.0,0.0,0.0,0.056,0.14,0.63,5.6000000000000005,1.7000000000000002,11.399999999999999,7.4,0.94,0.020999999999999998,0.0,0.0,0.0,1.7000000000000002,1760.0,11.100000000000001,335.0,100.0,1910.0,12.3,2960.0,7700.0,31.0,670.0,25.0,0.0,810.0,0.0,23.2,94.0,0.0,30.0,0.0,3.7,16.4,5.1,6.0,570.0,3.2,CALNUT2020_2020_07_07,
11006,"Ginger, powder",11006,14100.0,3350.0,99.39999999999999,89.80000000000001,583.0,42.400000000000006,33.9,17.8,1.9,12.2,0.0,0.0,2.0,549.0,141.0,0.0,0.0,0.0,26.0,4.8,9.3,0.0,0.27,0.0,15.600000000000001,0.68,0.43999999999999995,5.699999999999999,2.3000000000000003,3.5999999999999996,4.9,2.2,0.014,0.0,0.0,0.0,0.68,1140.0,4.8,198.0,100.0,2140.0,333.0,1680.0,13200.0,31.0,270.0,36.4,0.0,180.0,0.0,0.0,8.0,0.0,7.0,0.0,1.7000000000000002,96.19999999999999,4.8,6.3,130.0,0.45999999999999996,CALNUT2020_2020_07_07,
11074,"Ginger, raw",11074,1370.0,329.0,909.0,11.0,34.0,11.0,10.0,6.4,0.0,3.5999999999999996,1.0,1.0,1.0,20.0,27.0,2.5,0.0,0.0,0.8999999999999999,8.0,1.3,0.05,0.05,0.05,0.05,0.05,0.05,0.6,0.3,8.0,1.3,0.05,0.05,0.05,0.05,0.0,0.16,110.0,0.5,4.0,100.0,260.0,70.0,260.0,3200.0,100.0,63.0,2.4,0.0,430.0,1.3,7.5,4.0,0.0,2.5,0.0,0.05,0.5,1.3,1.0,118.0,0.18,CALNUT2020_2020_07_07,
11053,"Bay, leaves",11053,14800.0,3530.0,54.400000000000006,76.10000000000001,486.0,83.6,486.0,7.5,1.5,10.4,0.0,0.0,2.0,1.8e-14,263.0,0.0,0.0,0.0,22.799999999999997,16.4,22.9,0.0,0.0,0.1,0.1,5.300000000000001,2.1,12.7,1.6,16.4,9.7,1.2,0.028,0.0,0.0,0.0,0.5800000000000001,8340.0,4.2,430.0,100.0,1200.0,81.7,1130.0,5290.0,31.0,230.0,37.0,0.0,37100.0,0.0,17.9,94.0,0.0,465.0,0.0,4.2,20.099999999999998,5.1,17.4,1800.0,0.09,CALNUT2020_2020_07_07,
11048,Nutmeg,11048,20800.0,5040.0,62.199999999999996,53.0,285.0,363.0,29.900000000000002,7.5,1.5,10.4,0.0,0.0,2.0,106.0,208.0,0.0,0.0,0.0,259.0,32.2,3.5,0.0,0.0,0.0,0.0,3.7,228.0,22.599999999999998,1.7000000000000002,32.2,3.1,0.39,0.0089,0.0,0.0,0.0,0.4,1840.0,10.3,30.4,100.0,1830.0,29.0,2130.0,3500.0,16.0,160.0,21.5,0.0,280.0,0.0,0.0,0.0,0.0,30.0,0.0,0.5700000000000001,13.0,5.1,1.6,760.0,3.5,CALNUT2020_2020_07_07,
11049,Paprika,11049,13200.0,3190.0,112.0,141.0,191.0,129.0,103.0,67.1,1.9,26.299999999999997,0.0,0.0,8.100000000000001,88.0,349.0,0.0,0.0,0.0,21.400000000000002,17.0,77.69999999999999,0.0,0.0,0.0,0.0,0.68,1.7000000000000002,14.7,3.4000000000000004,16.0,14.9,4.5,0.043,0.0,0.0,0.0,1.7000000000000002,2290.0,7.1,211.0,100.0,1780.0,15.9,3140.0,22800.0,31.0,680.0,43.3,0.0,810.0,0.0,291.0,803.0,0.0,9.0,0.0,12.3,101.0,25.099999999999998,21.400000000000002,490.0,3.3000000000000003,CALNUT2020_2020_07_07,
11061,"Poppy, seed",11061,22800.0,5510.0,51.7,197.0,137.0,431.0,29.900000000000002,2.9,0.0,3.7,0.0,0.0,23.3,106.0,148.0,0.0,0.0,0.0,46.900000000000006,61.6,297.0,0.0,0.37,0.0,0.0,0.0,0.77,38.5,7.3,60.199999999999996,294.0,2.9,0.0,0.0,0.0,0.0,0.59,14400.0,16.299999999999997,95.8,100.0,3390.0,67.1,8600.0,7100.0,31.0,235.0,90.5,0.0,810.0,0.0,11.399999999999999,0.0,0.0,10.0,0.0,1.4000000000000001,9.399999999999999,3.2,4.0,820.0,8.5,CALNUT2020_2020_07_07,
11019,"White pepper, powder",11019,13000.0,3100.0,114.0,114.0,483.0,21.099999999999998,31.0,7.5,1.5,10.4,0.0,0.0,2.0,0.0,262.0,0.0,0.0,0.0,6.3,7.9,6.2,0.0,0.0,0.0,0.018,0.047,0.21000000000000002,1.7999999999999998,0.56,5.6000000000000005,2.4,0.31,0.007,0.0,0.0,0.0,0.13,2650.0,9.1,143.0,100.0,900.0,43.0,1760.0,730.0,30.0,50.0,11.299999999999999,0.0,810.0,0.0,23.2,0.0,0.0,210.0,0.0,1.3,2.1,5.1,1.0,100.0,0.21999999999999997,CALNUT2020_2020_07_07,
