agb_code,lci_name,ciqual_code,energy_kj,energy,water,proteins,carbohydrates,lipids,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,starch,fiber,polyols,alcohol,organic_acids,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,40_fatty_acids,60_fatty_acids,80_fatty_acids,100_fatty_acids,120_fatty_acids,140_fatty_acids,160_fatty_acids,180_fatty_acids,181_oleic_acid,182_linoleic_acid,183_alpha-linolenic_acid,204_arachidonic_acid,205_epa,206_dha,cholesterol,salt,calcium,copper,iron,iodine,magnesium,manganese,phosphorus,potassium,selenium,sodium,zinc,retinol,beta-carotene,vitamin_d,vitamin_e,vitamin_k1,vitamin_k2,vitamin_c,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b9,vitamin_b12,source,is_energy_recalculated
13080,"Tamarind, mature fruit, pulp, raw",13080,10703.0,2558.0,314.0,26.5,574.0,6.0,388.0,,,,,,,,51.0,,0.0,,2.4,1.7000000000000002,0.56,0.0,0.0,0.0,0.0,0.0,0.065,1.6,0.5700000000000001,1.6,0.52,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,740.0,0.8599999999999999,28.0,,920.0,,1130.0,6280.0,,280.0,1.0,0.0,180.0,0.0,1.0,28.0,,35.0,4.3,1.5,19.4,1.4000000000000001,0.66,140.0,0.0,CIQUAL2020_2020_07_07_edited,True
15000,"Almond, (with peel)",15000,24800.0,6000.0,48.0,188.0,95.1,513.0,42.0,1.0,1.0,2.0,1.0,1.0,40.0,1.7999999999999998,125.0,0.0,0.0,0.0,41.1,344.0,105.0,0.05,0.05,0.05,0.05,0.05,0.3,31.6,8.7,333.0,105.0,0.05,0.05,0.05,0.05,0.0,0.063,2600.0,9.6,34.0,100.0,2700.0,19.0,5100.0,8000.0,100.0,25.0,35.0,0.0,73.3,1.3,223.0,4.0,0.0,2.5,0.0,2.9,19.7,6.2,0.7000000000000001,1200.0,1.5,CALNUT2020_2020_07_07,
15042,"Almond, grilled, salted",15042,25900.0,6260.0,24.1,211.0,87.2,539.0,48.6,0.1,0.0,0.1,0.0,0.8999999999999999,47.5,7.3,109.0,0.0,0.0,0.0,40.9,331.0,130.0,0.0,0.0,0.0,0.0,0.0,0.19,33.5,7.0,327.0,129.0,0.06,0.0,0.0,0.0,0.0,12.5,2680.0,11.0,37.3,25.0,2790.0,22.3,4710.0,7130.0,100.0,4980.0,33.1,0.0,10.0,0.0,239.0,0.0,0.0,0.0,0.0,12.0,36.4,3.2,1.4000000000000001,550.0,0.77,CALNUT2020_2020_07_07,
15041,"Almond, peeled, unpeeled or blanched",15041,25300.0,6130.0,45.099999999999994,214.0,87.6,525.0,46.3,0.0,0.0,0.3,0.0,1.4000000000000001,44.6,10.0,99.0,0.0,0.0,0.0,39.5,334.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,6.7,256.0,123.0,1.0,0.0,0.0,0.0,0.0,0.48,2360.0,10.3,32.8,25.0,2680.0,18.400000000000002,4810.0,6590.0,100.0,190.0,29.700000000000003,0.0,40.0,0.0,238.0,0.0,0.0,0.0,0.0,7.1,35.0,3.1,1.2,490.0,1.9,CALNUT2020_2020_07_07,
20581,"Peanut, boiled/cooked in water, w salt",20581,13211.0,3158.0,418.0,155.0,95.39999999999999,220.0,24.700000000000003,,,,,,,,88.0,,0.0,0.0,30.6,109.0,69.6,0.0,0.0,0.0,0.0,0.0,0.10999999999999999,23.0,4.9,,,,,0.0,0.0,0.0,18.799999999999997,550.0,5.0,10.1,,1020.0,10.2,1980.0,1800.0,,7510.0,18.3,0.0,0.0,0.0,41.0,0.0,,0.0,2.6,0.63,52.599999999999994,8.299999999999999,1.5,750.0,0.0,CIQUAL2020_2020_07_07_edited,True
15202,Peanut butter or peanut paste,15202,26300.0,6360.0,12.3,222.0,161.0,525.0,105.0,1.2,0.0,1.3,0.0,0.0,102.0,35.6,50.0,0.0,0.0,0.0,104.0,264.0,129.0,0.0,0.0,0.0,0.0,0.0,0.2,52.9,25.099999999999998,257.0,129.0,0.27,0.0,0.0,0.0,0.0,9.7,430.0,5.6000000000000005,19.2,5.0,1740.0,15.9,3330.0,6290.0,69.0,3880.0,27.599999999999998,0.0,0.0,0.0,69.0,3.0,0.0,0.0,0.0,1.5,141.0,10.9,4.699999999999999,700.0,1.6,CALNUT2020_2020_07_07,
15001,Peanut,15001,25200.0,6100.0,22.0,228.0,148.0,491.0,59.0,1.0,0.0,1.0,1.0,1.0,59.0,50.0,86.0,0.0,0.0,0.0,84.0,255.0,129.0,0.05,0.05,0.05,0.05,0.05,0.4,45.4,13.4,247.0,129.0,0.4,0.05,0.05,0.05,0.0,0.21999999999999997,570.0,4.6000000000000005,16.0,100.0,1900.0,14.0,4000.0,7000.0,300.0,86.0,30.0,0.0,25.0,0.0,24.6,4.0,0.0,2.5,0.0,0.24,106.0,17.6,4.0,893.0,4.3,CALNUT2020_2020_07_07,
15037,"Peanut, grilled",15037,25000.0,6030.0,20.0,216.0,182.0,477.0,37.0,0.0,0.0,0.5,0.0,0.5,37.0,121.0,74.0,0.0,0.0,0.0,70.0,335.0,51.2,0.0,0.0,0.0,0.0,0.0,0.32,38.199999999999996,13.4,233.0,50.7,0.43999999999999995,0.0,0.0,0.0,17.7,18.0,750.0,11.0,34.0,25.0,1600.0,19.5,4370.0,6350.0,100.0,7000.0,29.5,0.0,84.60000000000001,0.0,16.8,12.2,0.0,6.0,0.0,1.5,22.3,6.8999999999999995,2.2,659.0,3.4000000000000004,CALNUT2020_2020_07_07,
15002,"Peanut, grilled, salted",15002,25600.0,6180.0,12.2,229.0,150.0,500.0,42.199999999999996,0.68,0.0,0.68,0.25,0.33,40.8,88.69999999999999,80.39999999999999,0.0,0.0,0.0,86.4,247.0,124.0,0.0,0.0,0.0,0.38,0.38,0.36,50.0,11.200000000000001,238.0,110.0,0.38,0.0,0.0,0.0,0.0,13.3,474.0,6.800000000000001,12.0,57.0,1690.0,11.899999999999999,2440.0,5310.0,48.0,5310.0,29.2,0.0,0.0,0.0,25.0,0.0,0.0,2.5,0.0,0.6900000000000001,124.0,11.7,4.3,666.0,1.4000000000000001,CALNUT2020_2020_07_07,
15039,"Chestnut, canned",15039,6070.0,1440.0,627.0,19.6,288.0,14.0,39.0,2.5,0.0,2.5,2.5,2.5,39.0,174.0,40.0,0.0,0.0,0.0,4.0,6.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0094,1.1,0.39,6.5,3.4000000000000004,0.028,0.0,0.0,0.0,2.0,1.3,211.0,11.0,5.0,25.0,241.0,19.5,510.0,3590.0,100.0,521.0,29.5,0.0,84.60000000000001,0.0,0.5,12.2,0.0,6.0,0.0,0.7000000000000001,15.0,4.4,2.2,580.0,0.25,CALNUT2020_2020_07_07,
15020,"Chestnut, boiled/cooked in water",15020,5120.0,1210.0,682.0,20.0,230.0,13.799999999999999,2.0,0.0,0.0,0.0,0.0,0.0,2.0,228.0,45.0,0.0,0.0,0.0,2.6,4.8,5.5,0.0,0.0,0.0,0.0,0.0,0.06,2.3000000000000003,0.13,4.8,3.4000000000000004,0.028,0.0,0.0,0.0,0.0,0.68,460.0,4.699999999999999,17.3,1.0,540.0,8.5,990.0,7150.0,22.0,270.0,2.5,0.0,100.0,0.0,10.0,12.2,0.0,267.0,0.0,1.0,7.3,3.2,2.3000000000000003,380.0,1.5,CALNUT2020_2020_07_07,
15024,"Chestnut, raw",15024,7928.0,1895.0,510.0,21.299999999999997,365.0,22.3,78.60000000000001,,,,,,,286.0,74.5,,0.0,0.0,3.7,7.5,8.299999999999999,0.0,0.0,0.0,0.0,0.0,0.075,3.4000000000000004,0.2,7.5,7.4,0.8300000000000001,0.0,0.0,0.0,0.0,0.08099999999999999,270.0,3.3000000000000003,9.399999999999999,1.0,345.0,21.6,698.0,5500.0,9.0,32.5,5.1,0.0,0.0,0.0,5.0,,,416.0,2.2,1.0,14.7,4.8,3.5,600.0,0.0,CIQUAL2020_2020_07_07_edited,True
15021,"Chestnut, grilled",15021,9900.0,2340.0,405.0,31.7,479.0,22.0,106.0,0.0,0.0,0.0,0.0,0.0,100.0,320.0,51.0,0.0,0.0,0.0,4.1,7.6,8.7,0.0,0.0,0.0,0.0,0.0,0.1,3.7,0.21000000000000002,7.6,5.4,0.044000000000000004,0.0,0.0,0.0,0.0,0.05,290.0,5.1,9.1,1.2,330.0,11.799999999999999,1070.0,5920.0,100.0,20.0,5.699999999999999,0.0,140.0,0.0,5.0,78.0,0.0,260.0,0.0,1.7999999999999998,13.4,5.5,5.0,700.0,2.4,CALNUT2020_2020_07_07,
15047,"Seeds, chia, dried",15047,18200.0,4420.0,58.0,165.0,77.2,307.0,42.5,0.7000000000000001,0.0,0.99,0.0,0.7000000000000001,40.099999999999994,18.400000000000002,344.0,0.0,0.0,0.0,33.3,23.1,237.0,0.0,0.0,0.0,0.0,0.0,0.3,21.7,9.1,23.1,58.4,178.0,0.0,0.0,0.0,0.0,0.4,6310.0,9.200000000000001,77.2,25.0,3350.0,27.200000000000003,8600.0,4070.0,100.0,160.0,45.8,0.0,84.60000000000001,0.0,5.0,12.2,0.0,16.0,0.0,1.7000000000000002,88.3,6.8999999999999995,2.2,490.0,6.2,CALNUT2020_2020_07_07,
15013,Chestnut cream,15013,9920.0,2340.0,333.0,12.8,550.0,6.7,129.0,1.0,0.0,4.0,1.0,3.0,495.0,115.0,13.0,0.0,0.0,0.0,4.3,1.7999999999999998,0.21000000000000002,0.2,0.13,0.082,0.17,0.21000000000000002,0.7000000000000001,2.1,0.5800000000000001,1.5,0.16,0.026,0.004,0.0022,0.0022,0.0,1.3,1060.0,0.075,0.8,105.0,105.0,0.03,900.0,1440.0,250.0,399.0,3.8,0.0,564.0,3.3000000000000003,4.4,11.5,0.0,103.0,0.0,1.3,0.8999999999999999,3.5,0.31,60.199999999999996,0.33,CALNUT2020_2020_07_07,
15016,"Chestnut cream, vanilla flavoured, canned",15016,10729.0,2564.0,346.0,11.299999999999999,598.0,7.0,430.0,4.9,0.0,33.3,2.0,2.0,390.0,168.0,32.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.1,113.0,0.8,17.0,4.0,122.0,2.4,,1740.0,10.0,100.0,3.0,,0.0,,,,,22.7,,,,,,300.0,,CIQUAL2020_2020_07_07_edited,True
15028,"Cucurbitacea, seed",15028,24600.0,5940.0,52.300000000000004,302.0,47.1,491.0,14.0,1.5,0.0,1.3,0.0,0.0,11.200000000000001,14.7,60.0,0.0,0.0,0.0,86.6,162.0,210.0,0.0,0.01,0.0,0.03,0.06,0.59,53.6,28.700000000000003,161.0,207.0,1.2,0.0,0.0,0.0,0.0,0.18,460.0,13.4,88.2,25.0,5920.0,45.4,12300.0,8090.0,100.0,70.0,78.1,0.0,90.0,0.0,21.8,73.0,0.0,19.0,0.0,1.5,49.900000000000006,7.5,1.4000000000000001,580.0,2.7,CALNUT2020_2020_07_07,
9570,Chestnut flour,9570,15200.0,3600.0,55.199999999999996,56.900000000000006,704.0,34.300000000000004,42.5,0.7000000000000001,0.0,0.99,0.0,0.7000000000000001,40.099999999999994,469.0,126.0,0.0,0.0,0.0,5.2,9.7,9.0,0.0,0.0,0.0,0.0,0.0,0.05499999999999999,4.4,0.37,9.7,10.3,1.2,0.0,0.0,0.0,0.0,0.5,616.0,5.0,0.5,25.0,679.0,32.0,4370.0,6350.0,100.0,175.0,11.0,0.0,84.60000000000001,0.0,16.8,12.2,0.0,160.0,0.0,1.5,21.0,15.3,5.8,2150.0,3.4000000000000004,CALNUT2020_2020_07_07,
15052,"Flaxseed, brown",15052,22302.0,5330.0,58.0,213.0,35.6,422.0,14.0,2.0,,3.0,2.0,2.0,11.0,3.5,269.0,,0.0,0.0,46.1,83.10000000000001,272.0,0.1,0.1,0.1,0.1,0.1,0.3,22.9,20.8,79.7,61.6,210.0,0.1,0.1,0.1,,0.95,2100.0,13.0,57.0,200.0,3000.0,20.0,5600.0,7500.0,200.0,380.0,51.0,,50.0,2.5,5.0,45.5,,,4.699999999999999,0.1,1.0,8.100000000000001,1.7000000000000002,716.0,,CIQUAL2020_2020_07_07_edited,True
15034,Flaxseed,15034,20300.0,4910.0,59.3,202.0,66.0,366.0,15.5,0.0,0.0,4.0,0.0,0.0,11.5,0.0,273.0,0.0,0.0,0.0,31.7,65.1,249.0,0.0,0.0,0.0,0.0,0.0,0.07,18.700000000000003,11.5,53.7,43.099999999999994,167.0,0.0,0.0,0.0,0.0,0.51,2280.0,12.2,102.0,5.0,3720.0,24.8,5950.0,6410.0,280.0,205.0,60.5,0.0,0.0,0.0,3.1,43.0,0.0,6.0,0.0,2.0,30.8,9.9,6.3,937.0,12.2,CALNUT2020_2020_07_07,
15032,"Alphalfa seeds, raw",15032,17841.0,4264.0,74.0,350.0,393.0,126.0,,,,,,,,,79.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1360.0,,129.0,,,,,,900.0,,69.0,,,,,,,260.0,10.8,5.8,18.0,,,,,CIQUAL2020_2020_07_07_edited,True
15029,"Alfalfa seeds, sprouted, raw",15029,1223.0,292.0,928.0,38.7,9.1,7.0,2.0,1.2,0.0,0.8,0.0,0.0,0.0,,19.0,,0.0,0.0,0.6900000000000001,0.56,4.1,0.0,0.0,0.0,0.0,0.0,0.02,0.59,0.08,0.56,2.3000000000000003,1.7999999999999998,0.0,0.0,0.0,0.0,0.15,320.0,1.6,9.6,,270.0,1.9,700.0,790.0,,60.0,9.200000000000001,0.0,870.0,0.0,0.2,305.0,,82.0,0.76,1.3,4.8,5.6000000000000005,0.34,360.0,0.0,CIQUAL2020_2020_07_07_edited,True
15048,Mix of unsalted grains/nuts and dried fruit,15048,17100.0,4110.0,256.0,82.89999999999999,322.0,263.0,70.0,0.7000000000000001,0.0,1.0,0.0,0.7000000000000001,40.4,164.0,63.6,0.0,0.0,0.0,50.7,145.0,45.0,0.0,0.0,0.0,0.0,0.0,0.18,21.0,7.4,128.0,44.6,0.37,0.0,0.0,0.0,0.0,3.0,880.0,11.0,40.0,25.0,1200.0,19.5,4370.0,7120.0,100.0,1170.0,20.0,0.0,84.60000000000001,0.0,16.8,12.2,0.0,6.0,0.0,1.5,22.3,6.8999999999999995,2.2,659.0,3.4000000000000004,CALNUT2020_2020_07_07,
15049,Mix of unsalted grains/nuts and raisins,15049,22100.0,5320.0,61.0,125.0,318.0,372.0,294.0,148.0,0.5,142.0,0.5,2.2,2.2,22.0,96.0,0.0,0.0,3.1,49.6,240.0,66.39999999999999,0.05,0.05,0.05,0.05,0.05,0.2,27.7,14.5,234.0,66.10000000000001,0.3,0.05,0.05,0.05,120.0,0.18,900.0,10.0,31.0,25.0,1600.0,20.0,3200.0,7500.0,100.0,70.0,24.0,0.0,105.0,1.3,88.80000000000001,88.0,0.0,2.5,0.0,0.36,23.5,9.399999999999999,0.9199999999999999,344.0,1.5,CALNUT2020_2020_07_07,
15018,Mix of salted grains/nuts and raisins,15018,22800.0,5480.0,53.0,166.0,271.0,396.0,216.0,94.0,0.0,85.0,1.0,1.0,37.0,37.0,84.0,2.5,0.0,1.7000000000000002,49.800000000000004,278.0,50.300000000000004,0.05,0.05,0.05,0.05,0.05,0.2,24.8,11.5,268.0,50.0,0.3,0.05,0.05,0.05,0.0,4.2,720.0,8.2,21.0,100.0,1600.0,14.0,3400.0,7000.0,100.0,1690.0,23.0,0.0,25.0,1.3,84.7,54.699999999999996,0.0,2.5,0.0,0.43999999999999995,40.8,11.0,1.7000000000000002,495.0,0.62,CALNUT2020_2020_07_07,
15004,Hazelnut,15004,25600.0,6220.0,73.0,144.0,71.6,569.0,49.0,1.0,1.0,3.0,1.0,1.0,46.0,1.7999999999999998,116.0,0.0,0.0,0.0,47.5,442.0,54.0,0.05,0.05,0.05,0.05,0.05,0.3,31.9,14.299999999999999,434.0,53.5,0.5,0.05,0.05,0.05,0.0,0.063,1200.0,17.0,30.0,100.0,1600.0,33.0,3400.0,8600.0,100.0,25.0,23.0,0.0,159.0,1.3,163.0,4.0,0.0,2.5,0.0,0.8799999999999999,7.1,16.4,2.1,652.0,3.5,CALNUT2020_2020_07_07,
15033,"Hazelnut, grilled",15033,28500.0,6910.0,25.2,144.0,52.1,660.0,42.599999999999994,0.61,0.0,0.61,0.0,0.0,41.3,9.6,94.0,0.0,0.0,0.0,45.099999999999994,466.0,84.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,31.8,12.7,322.0,83.9,0.6900000000000001,0.0,0.0,0.0,0.0,0.5,1230.0,17.5,43.8,25.0,1730.0,55.5,3100.0,7550.0,100.0,175.0,25.0,0.0,360.0,0.0,153.0,12.2,0.0,38.0,0.0,1.2,20.5,9.200000000000001,6.2,880.0,3.4000000000000004,CALNUT2020_2020_07_07,
15050,"Hazelnut, grilled, salted",15050,27763.0,6635.0,,158.0,76.7,612.0,29.1,,,,,,,47.599999999999994,94.3,,0.0,0.0,64.3,,,,,,,,,,,,,,,,,,8.299999999999999,,,,,,,,,,3330.0,,,,,,,,,,,,,,,,CIQUAL2020_2020_07_07_edited,True
15019,"Cashew nut, grilled, salted",15019,25700.0,6210.0,15.1,152.0,267.0,495.0,80.1,0.8,0.0,0.8,0.0,0.25,69.0,177.0,38.5,0.0,0.0,0.0,105.0,274.0,88.6,0.09,0.0,0.44999999999999996,0.44999999999999996,2.1,0.8200000000000001,46.900000000000006,34.2,272.0,87.10000000000001,1.0,0.0,0.0,0.0,0.0,11.5,403.0,20.0,39.0,62.0,2230.0,11.0,4520.0,5460.0,25.0,4550.0,54.0,0.0,0.0,0.0,7.5,347.0,0.0,2.5,0.0,1.5,11.399999999999999,4.9,3.8,514.0,3.5999999999999996,CALNUT2020_2020_07_07,
15014,"Coconut, immature kernel, fresh",15014,15067.0,3601.0,470.0,39.300000000000004,62.199999999999996,335.0,62.199999999999996,,,,,,,,90.0,,0.0,0.0,297.0,14.299999999999999,3.7,0.0,1.9,23.5,18.6,149.0,58.7,28.4,17.3,,,,,0.0,0.0,0.0,0.5,140.0,4.4,24.3,,320.0,15.0,1130.0,3560.0,,200.0,11.0,0.0,0.0,0.0,2.4,2.0,,33.0,0.66,0.2,5.4,3.0,0.54,260.0,0.0,CIQUAL2020_2020_07_07_edited,True
15006,"Coconut, ripe kernel, fresh",15006,14700.0,3580.0,470.0,33.3,62.199999999999996,335.0,62.199999999999996,0.7000000000000001,0.0,1.0,0.0,0.7000000000000001,40.4,0.0,90.0,0.0,0.0,0.0,297.0,14.299999999999999,3.7,0.0,1.9,23.5,0.0,149.0,38.7,28.4,17.3,14.299999999999999,3.7,0.03,0.0,0.0,0.0,0.0,0.5,140.0,4.4,24.3,12.0,320.0,15.0,1130.0,3560.0,100.0,200.0,11.0,0.0,0.0,0.0,2.4,2.0,0.0,33.0,0.0,0.2,5.4,3.0,0.54,260.0,0.66,CALNUT2020_2020_07_07,
15007,"Coconut, kernel, dried",15007,28200.0,6850.0,26.5,66.2,85.5,663.0,66.39999999999999,1.5,0.0,3.0,0.0,1.2,58.3,18.400000000000002,140.0,0.0,0.0,0.0,577.0,33.0,7.3,0.016999999999999998,4.0,50.099999999999994,39.300000000000004,293.0,108.0,53.3,22.200000000000003,33.0,7.1,0.025,0.0,0.0,0.016999999999999998,0.0,0.64,184.0,6.7,34.6,3.0,900.0,27.5,1970.0,6470.0,68.0,266.0,12.6,0.0,0.0,0.0,4.4,3.0,0.0,15.0,0.0,0.7000000000000001,6.0,5.0,1.7000000000000002,165.0,0.48,CALNUT2020_2020_07_07,
15027,Macadamia nut,15027,31000.0,7520.0,13.600000000000001,79.1,52.199999999999996,758.0,42.400000000000006,0.65,0.0,0.65,0.0,0.0,41.1,9.8,86.0,0.0,0.0,0.0,118.0,588.0,14.8,0.0,0.0,0.0,0.0,0.76,6.6000000000000005,60.4,23.3,370.0,14.7,0.12,0.0,0.0,0.0,0.0,0.13,850.0,7.6,36.9,20.0,1300.0,41.3,1880.0,3680.0,100.0,50.0,13.0,0.0,84.60000000000001,0.0,5.4,12.2,0.0,12.0,0.0,1.6,24.700000000000003,7.6,2.8000000000000003,110.0,12.0,CALNUT2020_2020_07_07,
15043,"Macadamia nut, grilled, salted",15043,30284.0,7238.0,16.1,83.0,99.5,702.0,44.0,0.7000000000000001,,0.7000000000000001,0.0,0.0,40.0,42.0,95.0,,0.0,0.0,110.0,547.0,13.799999999999999,0.0,0.0,0.0,0.0,0.75,6.7,59.3,22.799999999999997,,,,,0.0,0.0,0.0,9.0,700.0,5.699999999999999,26.5,,1180.0,30.4,1980.0,3630.0,,3600.0,12.9,0.0,0.0,0.0,5.699999999999999,0.0,,7.0,7.1,0.8699999999999999,22.7,6.0,3.5999999999999996,100.0,0.0,CIQUAL2020_2020_07_07_edited,True
15026,Pecan nut,15026,30100.0,7300.0,25.7,95.7,54.3,726.0,36.4,0.4,0.0,0.4,0.0,0.25,35.6,4.6000000000000005,83.3,0.0,0.0,0.0,66.2,406.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,44.400000000000006,17.7,406.0,221.0,10.1,0.0,0.0,0.0,0.0,0.025,698.0,12.0,25.7,20.0,1230.0,42.699999999999996,2770.0,4090.0,52.0,10.0,46.1,0.0,290.0,0.0,14.0,35.0,0.0,9.7,0.0,1.2,11.7,8.2,2.0,198.0,5.8999999999999995,CALNUT2020_2020_07_07,
15046,"Pecan nut, salted",15046,30585.0,7310.0,,120.0,50.0,730.0,49.0,,,,,,,1.0,30.0,,0.0,0.0,71.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,4000.0,,,,,,,,,,,,,,,,CIQUAL2020_2020_07_07_edited,True
15008,Brazil nut,15008,28500.0,6920.0,30.099999999999998,148.0,61.7,661.0,23.3,0.0,0.0,0.0,0.0,0.0,23.3,2.5,64.0,0.0,0.0,0.0,160.0,218.0,255.0,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,92.5,61.6,195.0,252.0,0.59,0.0,0.0,0.0,0.0,0.075,1500.0,17.5,24.700000000000003,0.5,3670.0,20.0,6580.0,5910.0,1030.0,30.0,41.3,0.0,0.0,0.0,53.3,0.0,0.0,7.0,0.0,0.35000000000000003,2.5,2.1,1.0,130.0,8.7,CALNUT2020_2020_07_07,
15023,"Walnut, fresh",15023,15600.0,3780.0,419.0,110.0,99.39999999999999,318.0,13.0,5.0,1.0,6.0,1.0,1.0,2.0,1.7999999999999998,39.0,0.0,0.0,0.0,29.3,41.0,233.0,0.05,0.05,0.05,0.05,0.05,0.2,20.7,7.9,37.9,195.0,37.7,0.05,0.05,0.05,0.0,0.063,940.0,9.3,15.0,100.0,1200.0,27.0,2600.0,3900.0,100.0,25.0,22.0,0.0,520.0,1.3,16.0,20.4,0.0,2.5,0.0,1.2,3.8,10.600000000000001,1.6,1080.0,2.1,CALNUT2020_2020_07_07,
15005,"Walnut, dried, husked",15005,28900.0,7000.0,40.0,133.0,68.8,673.0,30.0,1.0,0.0,2.0,1.0,1.0,28.0,1.7999999999999998,67.0,0.0,0.0,0.0,64.5,141.0,436.0,0.05,0.05,0.05,0.05,0.05,0.4,46.6,16.4,134.0,361.0,75.0,0.05,0.05,0.05,0.0,0.63,750.0,11.0,22.0,100.0,1400.0,29.0,3600.0,4300.0,100.0,25.0,27.0,0.0,207.0,1.3,16.7,24.0,0.0,7.7,0.4,0.5,4.0,6.7,1.9,1200.0,3.0,CALNUT2020_2020_07_07,
15201,"Almond paste or marzipan, prepacked",15201,18000.0,4280.0,66.0,58.0,703.0,135.0,601.0,53.2,0.5,55.199999999999996,0.5,4.1,488.0,1.7999999999999998,28.0,28.0,0.0,1.4000000000000001,10.5,88.9,29.0,0.05,0.05,0.05,0.05,0.05,0.05,8.2,2.2,86.5,29.0,0.05,0.05,0.05,0.05,0.0,0.18,910.0,2.7,8.8,5.0,740.0,4.9,1500.0,1900.0,100.0,70.0,8.6,0.0,25.0,1.3,55.199999999999996,4.0,0.0,2.5,0.0,0.2,3.4000000000000004,1.5,0.19,135.0,0.29000000000000004,CALNUT2020_2020_07_07,
15025,Pine nuts,15025,28300.0,6850.0,24.5,137.0,63.099999999999994,650.0,52.1,0.63,0.0,1.2,0.0,2.7,47.5,11.0,100.0,0.0,0.0,0.0,55.300000000000004,199.0,330.0,0.0,0.0,0.0,0.0,0.0,0.1,32.3,14.0,183.0,304.0,1.5,0.0,0.0,0.0,0.0,0.22999999999999998,62.0,12.0,46.0,112.0,2270.0,82.0,5270.0,6620.0,25.0,90.0,56.0,0.0,170.0,0.0,84.7,539.0,0.0,2.5,0.0,1.1,32.9,2.6,1.4000000000000001,802.0,5.699999999999999,CALNUT2020_2020_07_07,
15044,"Pistachio nut, grilled",15044,24600.0,5950.0,24.3,184.0,186.0,474.0,77.4,2.2,0.0,2.6,0.0,1.3,71.2,13.799999999999999,101.0,0.0,0.0,0.0,55.199999999999996,238.0,135.0,0.0,0.0,0.0,0.0,0.0,0.18,48.6,4.9,231.0,133.0,2.6,0.0,0.0,0.0,0.0,0.15,1080.0,13.0,41.0,25.0,1150.0,12.4,4780.0,10200.0,47.0,60.0,23.0,0.0,1560.0,0.0,24.2,132.0,0.0,33.3,0.0,2.0,13.700000000000001,5.1,13.0,508.0,7.800000000000001,CALNUT2020_2020_07_07,
15009,"Pistachio nut, grilled, salted",15009,25000.0,6030.0,20.9,189.0,159.0,495.0,75.7,2.2,0.0,1.6,0.0,3.2,62.599999999999994,32.3,93.2,0.0,0.0,0.0,65.8,249.0,146.0,0.0,0.0,0.0,0.0,0.0,0.32,50.7,6.7,249.0,142.0,2.3000000000000003,0.0,0.0,0.0,0.0,16.7,985.0,11.0,24.0,62.0,1050.0,6.5,4370.0,6550.0,25.0,6640.0,23.0,0.0,1560.0,0.0,10.9,132.0,0.0,2.5,0.0,1.7000000000000002,12.0,4.3,14.1,942.0,6.7,CALNUT2020_2020_07_07,
15010,Sesame seed,15010,24200.0,5870.0,34.8,176.0,98.5,497.0,3.0,0.049,0.0,0.07,0.0,0.049,2.8000000000000003,4.0,149.0,0.0,0.0,0.0,70.9,188.0,218.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,42.199999999999996,27.799999999999997,187.0,212.0,2.6,0.0,0.0,0.0,0.0,0.5,9620.0,15.8,146.0,25.0,3240.0,12.4,6050.0,4680.0,265.0,23.1,57.400000000000006,0.0,50.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,45.199999999999996,0.5,7.9,970.0,7.9,CALNUT2020_2020_07_07,
15035,"Sesame seed, husked",15035,26100.0,6310.0,35.8,211.0,45.0,561.0,4.8,0.7000000000000001,0.0,1.0,0.0,0.0,3.1,18.400000000000002,119.0,0.0,0.0,0.0,81.0,216.0,239.0,0.0,0.0,0.0,0.0,0.0,1.3,49.2,27.3,190.0,219.0,3.9000000000000004,0.0,0.0,0.0,0.0,0.73,624.0,14.0,63.6,2.0,3480.0,19.5,7030.0,4190.0,244.0,290.0,72.4,0.0,400.0,0.0,16.8,0.0,0.0,0.0,0.0,1.7000000000000002,51.6,1.7000000000000002,6.0,1060.0,7.5,CALNUT2020_2020_07_07,
15038,"Sesame seed, grilled, husked",15038,24366.0,5824.0,50.0,200.0,91.4,480.0,4.8,,,,,,,,169.0,,0.0,0.0,67.2,181.0,210.0,0.0,0.0,0.0,0.0,0.0,1.2,42.9,20.2,,,,,0.0,0.0,0.0,0.98,1310.0,14.6,77.8,,3460.0,14.299999999999999,7740.0,4060.0,,390.0,102.0,0.0,400.0,0.0,2.5,0.0,,0.0,12.1,4.699999999999999,54.400000000000006,6.800000000000001,1.5,960.0,0.0,CIQUAL2020_2020_07_07_edited,True
